ID;Citation;DOI;Web;Year;Country;Continent;Type of reference;Ref Paper;Ref Organic;Ref Plastic;Ref Inert ;Comments;;;Fragen 
151;R.C.C. Monteiro, S.J.G. Alendouro, F.M.L. Figueiredo, M.C. Ferro & M.H.V. Fernandes, Development and properties of a glass made from MSWI bottom ash, Journal of Non-Crystalline Solids (2006), 352, 2, 130-135;10.1016/j.jnoncrysol.2005.11.008;https://www.sciencedirect.com/science/article/pii/S0022309305007817;2006;Portugal;Europe;Scientific Publication;;;;x;;;;
152;N. Lopez Ferber, D. Pham Minh, Q. Falcoz, A. Meffre, N. Tessier-Doyen, A. Nzihou & V. Goetz, Development of a Thermal Energy Storage Pressed Plate Ceramic Based on Municipal Waste Incinerator Bottom Ash and Waste Clay, Waste and Biomass Valorization (2020), 11, 689-699;10.1007/s12649-019-00629-6;https://link.springer.com/article/10.1007/s12649-019-00629-6;2020;France;Europe;Scientific Publication;;;;x;;;;
153;L. Barbieri, A. Karamanov, A. Corradi, I. Lancellotti, M. Pelino & J. Ma. Rincon, Structure, chemical durability and crystallization behavior of incinerator-based glassy systems, Journal of Non-Crystalline Solids (2008), 354, 2, 521-528;10.1016/j.jnoncrysol.2007.07.080;https://www.sciencedirect.com/science/article/pii/S0022309307011027;2008;Italy;Europe;Scientific Publication;;;;x;;;;
154;L. Maccarini Schabbach, F. Andreola, E. Karamanova, I. Lancellotti, A. Karamanov & L. Barbieri, Integrated approach to establish the sinter-crystallization ability of glasses from secondary raw material, Journal of Non-Crystalline Solids (2011), 357, 1, 10-17;10.1016/j.jnoncrysol.2010.10.006;https://www.sciencedirect.com/science/article/pii/S0022309310007490;2011;Italy;Europe;Scientific Publication;;;;x;;;;
155;M. Aloisi, A. Karamanov, G. Taglieri, F. Ferrante & M. Pelino, Sintered glass ceramic composites from vitrified municipal solid waste bottom ashes, Journal of Hazardous Materials (2006), 137, 1, 138-143;10.1016/j.jhazmat.2005.12.056;https://www.sciencedirect.com/science/article/pii/S0304389406002779;2006;Italy;Europe;Scientific Publication;;;;x;;;;
156;P. Appendino, M. Ferraris, I. Matekovits & M. Salvo, Production of glass–ceramic bodies from the bottom ashes of municipal solid waste incinerators, Journal of the European Ceramic Society (2004), 24, 5, 803-810;10.1016/S0955-2219(03)00264-4;https://www.sciencedirect.com/science/article/pii/S0955221903002644;2004;Italy;Europe;Scientific Publication;;;;x;;;;
157;L. Barbieri, A. Corradi, & I. Lancellotti, Bulk and sintered glass-ceramics by recycling municipal incinerator bottom ash, Journal of the European Ceramic Society (2000), 20, 10, 1637-1643;10.1016/S0955-2219(00)00032-7;https://www.sciencedirect.com/science/article/pii/S0955221900000327;2000;Italy;Europe;Scientific Publication;;;;x;;;;
158;R. del Valle-Zermeño, C. Barreneche, L. F. Cabeza and J. Formosa, A. I. Fernández & J. M. Chimenos, MSWI bottom ash for thermal energy storage: An innovative and sustainable approach for its reutilization, Renewable Energy (2016), 99, 431-436;10.1016/j.renene.2016.07.027;https://www.sciencedirect.com/science/article/pii/S0960148116306231;2016;Spain;Europe;Scientific Publication;;;;x;;;;
159;P. Tang, M.V.A. Florea, P. Spiesz & H.J.H. Brouwers, Application of thermally activated municipal solid waste incineration (MSWI) bottom ash fines as binder substitute, Cement and Concrete Composites (2016), 70, 194-205;10.1016/j.cemconcomp.2016.03.015;https://www.sciencedirect.com/science/article/pii/S0958946516300476;2016;Netherlands;Europe;Scientific Publication;;;;x;;;;
160;E. Rambaldi, L. Esposito, F. Andreola, L. Barbieri, I. Lancellotti & I. Vassura, The recycling of MSWI bottom ash in silicate based ceramic, Ceramics International (2010), 36, 8, 2469-2476;10.1016/j.ceramint.2010.08.005;https://www.sciencedirect.com/science/article/pii/S0272884210002932;2010;Italy;Europe;Scientific Publication;;;;x;;;;
161;S. Bethanis, C.R. Cheeseman & C.J. Sollars, Properties and microstructure of sintered incinerator bottom ash, Cermics International (2002), 28, 8, 881-886;10.1016/S0272-8842(02)00068-8;https://www.sciencedirect.com/science/article/pii/S0272884202000688;2002;UK;Europe;Scientific Publication;;;;x;;;;
162;A. Bourtsalas, L.J. Vandeperre, S.M. Grimes, N. Themelis & C.R. Cheeseman, Production of pyroxene ceramics from the fine fraction of incinerator bottom ash, Waste Management (2015), 45, 217-225;10.1016/j.wasman.2015.02.016;https://www.sciencedirect.com/science/article/pii/S0956053X15000999;2015;UK;Europe;Scientific Publication;;;;x;;;;
163;S. Ozawa & M. Susa, Effect of Na2O additions on thermal conductivities of CaO–SiO2 slags, Ironmaking & Steelmaking (2005), 32, 6, 487-493;10.1179/174328105X48179;https://www.tandfonline.com/doi/abs/10.1179/174328105X48179;2005;Japan;Asia;Scientific Publication;;;;x;;;;
164;K. Nishioka, T. Maeda & M. Shimizu, Application of Square-wave Pulse Heat Method to Thermal Properties Measurement of CaO–SiO2–Al2O3 System Fluxes, ISIJ International (2006), 46, 3, 427-433;10.2355/isijinternational.46.427;https://www.jstage.jst.go.jp/article/isijinternational/46/3/46_3_427/_pdf;2005;Japan;Asia;Scientific Publication;;;;x;;;;
165;M. Susa, M. Watanabe, S. Ozawa & R. Endo, Thermal conductivity of CaO–SiO2–Al2O3 glassy slags: Its dependence on molar ratios of Al2O3/CaO and SiO2/Al2O3, Ironmaking & Steelmaking (2007), 34, 2, 124-130;10.1179/174328107X165672;https://journals.sagepub.com/doi/abs/10.1179/174328107X165672;2007;Japan;Asia;Scientific Publication;;;;x;;;;
166;Q. Wang, D. Wang, Q. Li & J. Zhang, Relationship between Microstructure and Thermal Conductivity in Coal Slags with Variable Silica and Alumina, Energy & Fuels (2019), 33, 6226-6233;10.1021/acs.energyfuels.9b01090;https://www.researchgate.net/publication/333980929_Relationship_between_Microstructure_and_Thermal_Conductivity_in_Coal_Slags_with_Variable_Silica_and_Alumina;2019;China;Asia;Scientific Publication;;;;x;;;;
167;P. Krammart and S. Tangtermsirikul, Properties of cement made by partially replacing cement raw materials with municipal solid waste ashes and calcium carbide waste, Construction and Building Materials (2004), 18, 8, 579-583;10.1016/j.conbuildmat.2004.04.014;https://www.sciencedirect.com/science/article/pii/S0950061804000637;2004;Thailand;Asia;Scientific Publication;;;;x;;;;
168;Y. Rezkallah, N. Tahraoui Douma, S. Ham, S. Kouadri Moustefai & M. Casellas, Characterization of Bottom Ashes from Incineration of Different Compositions of Municipal Solid Wastes: Implications for its Valorization as a Cementitious Material, Polish Journal of Environmental Studies (2026), 35, 1, 253-264;10.15244/pjoes/195980;https://www.pjoes.com/Characterization-of-Bottom-Ashes-nfrom-Incineration-of-Different-Compositions-nof,195980,0,2.html;2025;Algeria;Africa;Scientific Publication;;;;x;;;;
169;I. Asiwaju-Bello, O. Olalusi & F. Olutoge, Effect of Salt Water on the Compressive Strength of Ceramic Powder Concrete, American Journal of Engineering Research (2017), 6, 158-163;;https://www.researchgate.net/profile/Oladimeji-Olalusi/publication/319007553_Effect_of_Salt_Water_on_the_Compressive_Strength_of_Ceramic_Powder_Concrete/links/598ae4efa6fdcc7cf92405a7/Effect-of-Salt-Water-on-the-Compressive-Strength-of-Ceramic-Powder-Concrete.pdf;2017;Nigeria ;Africa ;Scientific Publication;;;;x;;;;
170;De Dietrich. Borosilicate Glass 3.3 . Retrieved March 3, 2026, from https://www.dedietrich.com/en/borosilicate-glass;;https://www.dedietrich.com/en/borosilicate-glass;2026;France ;Europe;Data Sheet/Report;;;;x;;;;
171;Schott AG. (September, 2017). DUROBAX® amber. Retrieved March 3, 2026, from https://www.us.schott.com/tubing/english/product_selector/#!/region--us/lang--english/product--DUROBAX_amber;;https://www.us.schott.com/tubing/english/product_selector/#!/region--us/lang--english/product--DUROBAX_amber;2017;;;Data Sheet/Report;;;;x;;;;
172;UQG OPTICS. (n.d.). DATA SHEET SCHOTT® Lead Glass RD50 Specification. Retrieved March 2, 2026, from https://www.uqgoptics.com/wp-content/uploads/2019/06/Lead-Glass-Schott-RD50.pdf;;https://www.uqgoptics.com/wp-content/uploads/2019/06/Lead-Glass-Schott-RD50.pdf;2026;UK;Europe;Data Sheet/Report;;;;x;;;;
173;MatWeb Material Property Data. (n.d.). Overview of materials for Brass. Retrieved March 2, 2026, from https://matweb.com/search/DataSheet.aspx?MatGUID=d3bd4617903543ada92f4c101c2a20e5;;https://matweb.com/search/DataSheet.aspx?MatGUID=d3bd4617903543ada92f4c101c2a20e5;2026;;;Data Sheet/Report;;;;x;;;;
174;NSI Natural Stone Institute. (n.d.). R-Value for Natural Stone. Retrieved March 2, 2026, from https://www.naturalstoneinstitute.org/stoneprofessionals/technical-bulletins/rvalue/ ;;https://www.naturalstoneinstitute.org/stoneprofessionals/technical-bulletins/rvalue/;2026;USA;America;Data Sheet/Report;;;;x;;;;
175;Ralph, J., Von Bargen, D., Martynov, P., Zhang, J., Que, X., Prabhu, A., Morrison, S. M., Li, W., Chen, W., & Ma, X. (2025). Mindat.org: The open access mineralogy database: Kaolinite. https://www.mindat.org/min-2156.html;;https://www.mindat.org/min-2156.html;2025;USA;America ;Data Sheet/Report;;;;x;;;;
176;MatWeb Material Property Data. (n.d.). Gypsum (CaSO4 - 2H2O). Retrieved March 2, 2026, from https://www.matweb.com/search/DataSheet.aspx?MatGUID=fdac5563c7f2472a825d6cc0f16e2785&ckck=1;;https://www.matweb.com/search/DataSheet.aspx?MatGUID=fdac5563c7f2472a825d6cc0f16e2785;2026;;;Data Sheet/Report;;;;x;;;;
177;MatWeb Material Property Data. Overview of materials for Nickel Alloy. Retrieved March 2, 2026, from https://www.matweb.com/search/datasheet.aspx?matguid=8808b026f7c14d2f8d61f2d476aaeb26&n=1;;https://www.matweb.com/search/datasheet.aspx?matguid=8808b026f7c14d2f8d61f2d476aaeb26&n=1;2026;;;Data Sheet/Report;;;;x;;;;
178;MatWeb Material Property Data. (n.d.). Overview of materials for Lead Alloy. Retrieved March 2, 2026, from https://www.matweb.com/search/DataSheet.aspx?MatGUID=796041d9aef04a91b58d4cd8db04edb8;;https://www.matweb.com/search/DataSheet.aspx?MatGUID=796041d9aef04a91b58d4cd8db04edb8;2026;;;Data Sheet/Report;;;;x;;;;
179;MatWeb Material Property Data. (n.d.). Overview of materials for Alpha/Beta Titanium Alloy. Retrieved March 2, 2026, from https://www.matweb.com/search/DataSheet.aspx?MatGUID=4dac23c848db4780a067fd556906cae6;;https://www.matweb.com/search/DataSheet.aspx?MatGUID=4dac23c848db4780a067fd556906cae6;2026;;;Data Sheet/Report;;;;x;;;;
180;MatWeb Material Property Data. (n.d.). Overview of materials for Zinc Alloy. Retrieved March 2, 2026, from https://www.matweb.com/search/DataSheet.aspx?MatGUID=2cfae82b47424ee28263e89e66bbd526;;https://www.matweb.com/search/DataSheet.aspx?MatGUID=2cfae82b47424ee28263e89e66bbd526;2026;;;Data Sheet/Report;;;;x;;;;
181;MatWeb Material Property Data. (n.d.). Aluminum Alloys, General. Retrieved March 2, 2026, from https://www.matweb.com/search/datasheet.aspx?bassnum=MA0001;;https://www.matweb.com/search/datasheet.aspx?bassnum=MA0001;2026;;;Data Sheet/Report;;;;x;;;;
182;MatWeb Material Property Data. Overview of materials for Medium Alloy Steel. Retrieved March 2, 2026, from https://www.matweb.com/search/DataSheet.aspx?MatGUID=f7666326ceb3482f87a9f41ace1d1fb0&ckck=1;;https://www.matweb.com/search/DataSheet.aspx?MatGUID=f7666326ceb3482f87a9f41ace1d1fb0&ckck=1;2026;;;Data Sheet/Report;;;;x;;;;
183;AZoNetwork.(June 26, 2019). AZO Materials: Float Glass - Properties and Applications. Retrieved March 2, 2026, from https://www.azom.com/properties.aspx?ArticleID=89;;https://www.azom.com/properties.aspx?ArticleID=89;2019;;;Data Sheet/Report;;;;x;;;;
184;Boulus, E. D. & Jones, J. V. (2006). Green Glass Composition (US Patent No. 7,094,716 B2). https://patentimages.storage.googleapis.com/75/f2/8d/a399de36a28d56/US7094716.pdf;;https://patentimages.storage.googleapis.com/75/f2/8d/a399de36a28d56/US7094716.pdf;2006;USA;America;Data Sheet/Report;;;;x;;;;
185;MatWeb. Borosilicate Glass – Material Property Data Sheet. Available at: https://matweb.com/search/DataSheet.aspx?MatGUID=b0dbbac859444ffe98307f24ffd4c6a2  (accessed 18 March 2026).;;https://matweb.com/search/DataSheet.aspx?MatGUID=b0dbbac859444ffe98307f24ffd4c6a2&ckck=1;;;;Data Sheet/Report;;;;x;;;;
186;MatWeb. Schott Glass 8095 Lead Glass. Material Property Data Sheet. https://matweb.com/search/DataSheet.aspx?MatGUID=2873442d080b4979a169d45e7a2dee55 (accessed 18 Mar 2026).;;https://matweb.com/search/DataSheet.aspx?MatGUID=b0dbbac859444ffe98307f24ffd4c6a2&ckck=1;;;;Data Sheet/Report;;;;x;;;;
187;GNPGraystar Speciality Materials. (n.d.). Thermal Properties of Ceramics. Retrieved March 2, 2026, from https://gnpgraystar.com/wp-content/uploads/2020/05/ThermalPropertiesofCeramicsGraphic.pdf;;https://gnpgraystar.com/wp-content/uploads/2020/05/ThermalPropertiesofCeramicsGraphic.pdf;2026;USA;America;Data Sheet/Report;;;;x;;;;
188;Walker, R. (April 4, 2011). Mass, weight, density or specific gravity of different metals. Simetric. https://www.simetric.co.uk/si_metals.htm;;https://www.simetric.co.uk/si_metals.htm;2011;;;Data Sheet/Report;;;;x;;;;
189;NICE Cxone Expert. (n.d.). T4: Specific Heats and Molar Heat Capacities. LibreTexts™ Chemistry. Retrieved March 3, 2026, from https://chem.libretexts.org/Ancillary_Materials/Reference/Reference_Tables/Thermodynamics_Tables/T4%3A_Specific_Heats_and_Molar_Heat_Capacities;;https://chem.libretexts.org/Ancillary_Materials/Reference/Reference_Tables/Thermodynamics_Tables/T4%3A_Specific_Heats_and_Molar_Heat_Capacities;2026;;;Data Sheet/Report;;;;x;;;;
190;DSG-Dachauer Spezialglas GbR. (n.d.). Weisses Floatglas. Retrieved March 3, 2026, from http://www.dachauer-spezialglas.de/spezialglastechnik/technisches-glaeser/weisses-floatglas.html;;http://www.dachauer-spezialglas.de/spezialglastechnik/technisches-glaeser/weisses-floatglas.html;2026;Germany ;Europe;Data Sheet/Report;;;;x;;;;
191;R. H. Geraldo, S. M. M. Pinheiro, J. S. Silva, H. M. C. Andrade, J. Dweck, J. P. Gonçalves & G. Camarini, Gypsum plaster waste recycling: A potential environmental and industrial solution, Journal of Cleaner Production (2017), 164, 288-300;10.1016/j.jclepro.2017.06.188;https://www.sciencedirect.com/science/article/pii/S0959652617313586;2017;Brazil;America;Scientific Publication;;;;x;;;;
192;E. Kamseu , C. Leonelli , D.N. Boccaccini, P. Veronesi , P. Miselli , G. Pellacani & U. Chinje Melo, Characterisation of porcelain compositions using two china clays from Cameroon, Ceramics International (2007), 33, 5, 851-857;10.1016/j.ceramint.2006.01.025;https://www.sciencedirect.com/science/article/pii/S0272884206000769;2007;Cameroon ;Africa ;Scientific Publication;;;;x;;;;
193;J. Ahmad, M. M. Arbili, H. Alabduljabbar & A. F. Deifalla, Concrete made with partially substitution corn cob ash: A review, Case Studies in Construction Materials (2023), 18, e02100;10.1016/j.cscm.2023.e02100;https://www.sciencedirect.com/science/article/pii/S2214509523002802?via%3Dihub;2023;Pakistan ;Asia;Scientific Publication;;;;x;;;;
194;K. C. Bala & R. H. Khan, Characterization of Beach/River Sand for Foundry Application, Leonardo Journal of Sciences (2013), 12, 23, 77-83;;https://www.researchgate.net/profile/Katsina-Bala/publication/266740663_Characterization_of_BeachRiver_Sand_for_Foundry_Application/links/543aecbc0cf2d6698be2f351/Characterization-of-Beach-River-Sand-for-Foundry-Application.pdf;2013;Nigeria ;Africa ;Scientific Publication;;;;x;;;;
195;Z. Zakaria & H. Haron, Characterisation of Local Bone Ash for Bone China Production, Jurnal Teknologi (2014), 66, 1, 25-34;10.11113/jt.v66.2157;https://www.researchgate.net/publication/275068759_Characterisation_of_Local_Bone_Ash_for_Bone_China_Production;2014;Malaysia;Asia;Scientific Publication;;;;x;;;;
196;A. Kara & R. Stevens, Characterisation of biscuit fired bone china body microstructure. Part I: XRD and SEM of crystalline phases, Journal of the European Ceramic Society (2002), 22, 5, 731-736;10.1016/S0955-2219(01)00371-5;www.sciencedirect.com/science/article/pii/S0955221901003715;2002;Turkey ;Asia;Scientific Publication;;;;x;;;;
197;M.-Y. Lee, C.-H. Ko, F.-C. Chang, S.-L. Lo, J.-D. Lin, M.-Y. Shan & J.-C. Lee, Artificial stone slab production using waste glass, stone fragments and vacuum vibratory compaction, Cement and Concrete Composites (2008), 30, 7, 583-587;10.1016/j.cemconcomp.2008.03.004;https://www.sciencedirect.com/science/article/pii/S0958946508000425?via%3Dihub;2008;Taiwan;Asia;Scientific Publication;;;;x;;;;
198;M. Galetakis & A. Soultana, A review on the utilisation of quarry and ornamental stone industry fine by-products in the construction sector, Construction and Building Materials (2016), 102, 769-781;10.1016/j.conbuildmat.2015.10.204;https://www.sciencedirect.com/science/article/pii/S0950061815306255;2016;Greece ;Europe;Scientific Publication;;;;x;;;;
199;S. A. Mohammed, S. Koting, H. Y. B. Katman, A. M. Babalghaith, M. F. Abdul Patah, M. R. Ibrahim & M. R. Karim, A Review of the Utilization of Coal Bottom Ash (CBA) in the Construction Industry, Sustainability (2021), 13, 14, 8031;10.3390/su13148031;https://www.mdpi.com/2071-1050/13/14/8031;2021;Malaysia;Asia;Scientific Publication;;;;x;;;;
200;E. Cuce, P. M. Cuce, T. Guclu, A. Besir, E. Gokce & U. Serencam, A novel method based on thermal conductivity for material identification in scrap industry: An experimental validation, Measurement (2018), 127, 379-389;10.1016/j.measurement.2018.06.014;https://www.sciencedirect.com/science/article/pii/S0263224118305402;2018;Turkey ;Asia;Scientific Publication;;;;x;;;;
201;C. Cherian & D. N. Arnepalli, A Critical Appraisal of the Role of Clay Mineralogy in Lime Stabilization, International Journal of Geosynthetics and Ground Engineering (2015), 1, 8, ;10.1007/s40891-015-0009-3;https://link.springer.com/article/10.1007/s40891-015-0009-3;2015;India;Asia;Scientific Publication;;;;x;;;;
202;P. Torkittikul, T. Nochaiya, W. Wongkeo & A. Chaipanich, Utilization of coal bottom ash to improve thermal insulation of construction material, Journal of Material Cycles and Waste Managment (2017), 19, 305-317;10.1007/s10163-015-0419-2;https://link.springer.com/article/10.1007/s10163-015-0419-2;2017;Thailand;Asia;Scientific Publication;;;;x;;;;
203;A. Naceri & M. C. Hamina, Use of waste brick as a partial replacement of cement in mortar, Waste Management (2009), 29, 8, 2378-2384;10.1016/j.wasman.2009.03.026;https://www.sciencedirect.com/science/article/abs/pii/S0956053X09000968?via%3Dihub;2009;Algeria;Africa ;Scientific Publication;;;;x;;;;
204;L. Paunescu, S. M. Axinte, F. Cosmulescu, M. F. Dragoescu & B. V. Paunescu, Ultra-light Colorless and Green Glass Foam Produced by Microwave Radiation, Journal La Multiapp (2021), 2, 1, 1-12;10.37899/journallamultiapp.v2i1.286;https://newinera.com/index.php/JournalLaMultiapp/article/view/286;2021;Romania;Europe;Scientific Publication;;;;x;;;;
205;T.K. Mukhopadhyay, S. Ghosh & S. Ghatak, Phase analysis and microstructure evolution of a bone china body modified with scrap addition, Ceramics International (2011), 37, 5, 1615-1623;10.1016/j.ceramint.2011.01.038;https://www.sciencedirect.com/science/article/abs/pii/S0272884211000848?via%3Dihub;2011;India;Asia;Scientific Publication;;;;x;;;;
206;N. H. Abu-Hamdeh, Thermal Properties of Soils as affected by Density and Water Content, Biosystems Engineering (2003), 86, 1, 97-102;10.1016/S1537-5110(03)00112-0;https://www.sciencedirect.com/science/article/abs/pii/S1537511003001120?via%3Dihub;2003;Saudi-Arabia;Asia;Scientific Publication;;;;x;;;;
207;B. Tansel, Thermal properties of municipal solid waste components and their relative significance for heat retention, conduction, and thermal diffusion in landfills, Journal of Environmental Management (2023), 325, 116651;10.1016/j.jenvman.2022.116651;https://www.sciencedirect.com/science/article/abs/pii/S0301479722022241?via%3Dihub;2023;USA;America;Scientific Publication;;;;x;;;;
208;D. P. Bentz, M. A. Peltz, A. Durán-Herrera, P. Valdez & C. A. Juárez, Thermal properties of high-volume fly ash mortars and concretes, Journal of Building Physics (2011), 34, 3, 263-275;10.1177/1744259110376613;https://journals.sagepub.com/doi/10.1177/1744259110376613;2011;USA;America;Scientific Publication;;;;x;;;;
209;Z. Michael, M. S. Martius, M. Khairulmaini, M. H. Ismail, M. N. Halmy & T. M. Jahi, Thermal Conductivity and Permeability Studies of Recycle Copper Wire Mesh, IOP Conference Series: Materials Science and Engineering (2020), 834, 1, 012047;10.1088/1757-899X/834/1/012047;https://iopscience.iop.org/article/10.1088/1757-899X/834/1/012047/meta;2020;Malaysia;Asia;Scientific Publication;;;;x;;;;
210;G. KiranKumar, S. Saboor & T.P. Ashok Babu, Thermal Analysis of Wall and Window Glass Materials for Cooling Load Reduction in Green Energy Building Design, Materials Today: Proceedings (2017), 4, 9, 9514-9518;10.1016/j.matpr.2017.06.215;https://www.sciencedirect.com/science/article/abs/pii/S2214785317310106?via%3Dihub;2017;India;Asia;Scientific Publication;;;;x;;;;
211;O. M. Olofinnade, A. N. Ede, J. M. Ndambuki, B. U. Ngene, I. I. Akinwumi & O. M. Ofuyatan, Strength and microstructure of eco-concrete produced using waste glass as partial and complete replacement for sand, Cogent Engineering (2018), 5, 1, 148360;10.1080/23311916.2018.1483860;https://www.tandfonline.com/doi/full/10.1080/23311916.2018.1483860;2018;Nigeria ;Africa ;Scientific Publication;;;;x;;;;
212;A. N. Patel & J. R. Pitroda, Stone Waste in India for Concrete with Value Creation Opportunities, International Journal of Latest Trends in Engineering and Technology (2013), 2, 2, 113-120;;https://www.researchgate.net/publication/281207628_STONE_WASTE_IN_INDIA_FOR_CONCRETE_WITH_VALUE_CREATION_OPPORTUNITIES;2013;India;Asia;Scientific Publication;;;;x;;;;
213;F. H. Ali & L. S. Tatt, Stabilization of Residual Soils Using Chemical Method;;https://gnpgroup.com.my/wp-content/uploads/Publication/2003_05.pdf;2003;Malaysia;Asia;Scientific Publication;;;;x;;;;
214;M. M. Morsi, S. I. El-sherbiny & K. M. Mohamed, Spectroscopic investigation of amber color silicate glasses and factors affecting the amber related absorption bands, Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy (2015), 145, 376-383;10.1016/j.saa.2015.03.001;https://www.sciencedirect.com/science/article/abs/pii/S1386142515002978?via%3Dihub;2015;Egypt;Africa ;Scientific Publication;;;;x;;;;
215;N. Almeida, F. Branco & J. R. Santos, Recycling of stone slurry in industrial activities: Application to concrete mixtures, Building and Environment (2007), 42, 2, 810-819;10.1016/j.buildenv.2005.09.018;https://www.sciencedirect.com/science/article/abs/pii/S036013230500404X?via%3Dihub;2007;Portugal ;Europe;Scientific Publication;;;;x;;;;
216;G. M. Anagni, T. Bristogianni, F. Oikonomopoulou, P. Rigone & E. S. Mazzuchelli, Recycled Glass Mixtures as Cast Glass Components for Structural Applications, Towards Sustainability, Conference on Architectural and Structural Applications of Glass (2020), 7;10.7480/cgc.7.4482;https://www.researchgate.net/publication/342041836_Recycled_glass_mixtures_as_cast_glass_components_for_structural_applications_towards_sustainability;2020;Netherlands;Europe;Scientific Publication;;;;x;;;;
217;S. Mangi, Z. Memon, S. Khahro, R. Shabir, R. Memon & A. Hussain, Potentiality of Industrial Waste as Supplementary Cementitious Material in Concrete Production, International Review of Civil Engineering (I.RE.C.E.) (2020), 11, 5, 214-221;10.15866/irece.v11i5.18779;https://www.researchgate.net/publication/344650428;2020;Pakistan ;Asia;Scientific Publication;;;;x;;;;
218;T. Nikiforova, M. Savytskyi, K. Limam, W. Bosschaerts, & R. Belarbi, Methods and Results of Experimental Researches of Thermal Conductivity of Soils, Energy Procedia (2013), 42, 775-783;10.1016/j.egypro.2013.12.034;https://www.sciencedirect.com/science/article/pii/S187661021301847X?via%3Dihub;2013;Ukraine;Europe;Scientific Publication;;;;x;;;;
219;M. Čáchová, D. Koňáková, E. Vejmelková, M. Keppert & R. Černý, Mechanical and thermal properties of the Czech marbles, AIP Conference Proceedings, 1738, 1, 280010;10.1063/1.4952070;https://pubs.aip.org/aip/acp/article-abstract/1738/1/280010/885138/Mechanical-and-thermal-properties-of-the-Czech;2016;Czech Republic ;Europe;Scientific Publication;;;;x;;;;
220;S. L. Manzello, S. H. Park, T. Mizukami & D. P. Bentz, Measurement of thermal properties of gypsum board at elevated temperatures, Proceedings of the Fifth International Conference on Structures in Fire (SiF08) (2008), 656-665;;https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=900117;2008;USA;America;Scientific Publication;;;;x;;;;
221;S. M. Karazi, I. U. Ahad & K. Y. Benyounis, Laser Micromachining for Transparent Materials, Reference Module in Materials Science and Materials Engineering (2017);10.1016/B978-0-12-803581-8.04149-7;https://www.researchgate.net/publication/312924380_Laser_Micromachining_for_Transparent_Materials;2017;Ireland;Europe;Scientific Publication;;;;x;;;;
222;K. O. Oriola and A. A. Raheem and A. B. Ogundele, Investigation of compressive strength and thermal properties of corn cob ash cement concrete, Materials Today: Proceedings (2023), 86, 128-133;10.1016/j.matpr.2023.04.520;https://www.sciencedirect.com/science/article/abs/pii/S221478532302446X?via%3Dihub;2023;Nigeria ;Africa ;Scientific Publication;;;;x;;;;
223;Advanced Optics SCHOTT North America, Inc. (October 2018), TIE-31: Mechanical and thermal properties of optical glass. Technical Information Advanced Optics. https://media.schott.com/api/public/content/9829e2cacc7b489bb82f9950f1ef4504?v=240fb851;;https://media.schott.com/api/public/content/9829e2cacc7b489bb82f9950f1ef4504?v=240fb851;2018;USA;America;Data Sheet/Report;;;;x;;;;
224;M. Simoncelli, F. Mauri & N. Marzari, Thermal conductivity of glasses: first-principles theory and applications. npj Comput Mater (2023), 9, 106;10.1038/s41524-023-01033-4;https://www.nature.com/articles/s41524-023-01033-4;2023;UK;Europe;Scientific Publication;;;;x;;;;
225;M. Potuzak, J. C. Mauro, T. J. Kiczenski, A. J. Ellison & D. C. Allan, Communication: Resolving the vibrational and configurational contributions to thermal expansion in isobaric glass-forming systems, The Journal of chemical physics (2010), 133, 091102;10.1063/1.3481441;https://www.researchgate.net/publication/46217811_Communication_Resolving_the_vibrational_and_configurational_contributions_to_thermal_expansion_in_isobaric_glass-forming_systems;2010;USA;America;Scientific Publication;;;;x;;;;
226;The Engineering ToolBox. (2023). Iron - Density, Specific Heats and Thermal Conductivities vs. Temperatures. Retrieved March 3, 2026, from https://www.engineeringtoolbox.com/iron-specific-heat-density-thermal-conductivity-vs-temperature-d_2226.html;;https://www.engineeringtoolbox.com/iron-specific-heat-density-thermal-conductivity-vs-temperature-d_2226.html;2023;;;Data Sheet/Report;;;;x;;;;
227;The Engineering ToolBox. (2023). Stainless Steel - Specific Heat and Thermal Conductivities vs. Temperatures, Retrieved March 3, 2026, from https://www.engineeringtoolbox.com/stainless-steel-specific-heat-thermal-conductivity-vs-temperature-d_2225.html;;https://www.engineeringtoolbox.com/stainless-steel-specific-heat-thermal-conductivity-vs-temperature-d_2225.html;2023;;;Data Sheet/Report;;;;x;;;;
228;Kim, C. S. (1975). Thermophysical properties of stainlesse steels (Technical Report). U. S. Department of Energy, Office of Scientific and Technical Information. Retrieved march 3, 2026, from https://www.osti.gov/servlets/purl/4152287/;;https://www.osti.gov/servlets/purl/4152287/;1975;USA;America;Scientific Publication;;;;x;;;;
229;British Stainless Steel Association. (n.d.). Elevated temperature physical properties of stainless steels. Retrieved March 3, 2026, from https://bssa.org.uk/bssa_articles/elevated-temperature-physical-properties-of-stainless-steels/;;https://bssa.org.uk/bssa_articles/elevated-temperature-physical-properties-of-stainless-steels/;2026;UK;Europe;Data Sheet/Report;;;;x;;;;
